security,year,Cash And Cash Equivalents At Carrying Value,Income Tax Expense Benefit,Stockholders Equity,Weighted Average Number Of Shares Outstanding Basic,Assets,Unrecognized Tax Benefits,Earnings Per Share Basic,Net Income Loss,Deferred Income Tax Expense Benefit,Accumulated Other Comprehensive Income Loss Net Of Tax,Net Cash Provided By Used In Investing Activities,Net Cash Provided By Used In Financing Activities,Current Federal Tax Expense Benefit,Net Cash Provided By Used In Operating Activities,Comprehensive Income Net Of Tax,Retained Earnings Accumulated Deficit,Cash And Cash Equivalents Period Increase Decrease,Share Based Compensation,Current State And Local Tax Expense Benefit,Goodwill,Property Plant And Equipment Net,Deferred Federal Income Tax Expense Benefit,Common Stock Shares Authorized,Operating Income Loss,Deferred State And Local Income Tax Expense Benefit,Accumulated Depreciation Depletion And Amortization Property Plant And Equipment,Current Income Tax Expense Benefit,Common Stock Value,Common Stock Par Or Stated Value Per Share,Common Stock Shares Issued,Interest Expense,Payments For Repurchase Of Common Stock,Property Plant And Equipment Gross,Entity Well Known Seasoned Issuer,Amendment Flag,Entity Voluntary Filers,Entity Current Reporting Status,cap,Document Fiscal Period Focus_FY,Document Fiscal Period Focus_Q4,Document Type_10-K,Document Type_10-K/A,Entity Filer Category_Accelerated Filer,Entity Filer Category_Large Accelerated Filer,Entity Filer Category_Non-accelerated Filer,Entity Filer Category_Smaller Reporting Accelerated Filer,Entity Filer Category_Smaller Reporting Company,sector_Advertising,sector_Aerospace & Defense,sector_Agricultural Products,sector_Air Freight & Logistics,sector_Airlines,sector_Alternative Carriers,sector_Apparel Retail,"sector_Apparel, Accessories & Luxury Goods",sector_Application Software,sector_Asset Management & Custody Banks,sector_Auto Parts & Equipment,sector_Automobile Manufacturers,sector_Automotive Retail,sector_Biotechnology,sector_Brewers,sector_Broadcasting,sector_Building Products,sector_Cable & Satellite,sector_Casinos & Gaming,sector_Communications Equipment,sector_Computer & Electronics Retail,sector_Construction & Engineering,sector_Construction Machinery & Heavy Trucks,sector_Consumer Discretionary,sector_Consumer Finance,sector_Consumer Staples,sector_Copper,sector_Customer Discretionary,sector_Data Processing & Outsourced Services,sector_Department Stores,sector_Distillers & Vintners,sector_Distributors,sector_Diversified Banks,sector_Diversified Chemicals,sector_Diversified Support Services,sector_Drug Retail,sector_Electric Utilities,sector_Electrical Components & Equipment,sector_Electronic Equipment & Instruments,sector_Electronic Manufacturing Services,sector_Energy,sector_Environmental & Facilities Services,sector_Fertilizers & Agricultural Chemicals,sector_Financial Exchanges & Data,sector_Financials,sector_Food Distributors,sector_Gas Utilities,sector_General Merchandise Stores,sector_Health Care,sector_Health Care Distributors,sector_Health Care Equipment,sector_Health Care Facilities,sector_Health Care REITs,sector_Health Care Services,sector_Health Care Supplies,sector_Health Care Technology,sector_Home Furnishings,sector_Home Improvement Retail,sector_Homebuilding,"sector_Hotels, Resorts & Cruise Lines",sector_Household Appliances,sector_Household Products,sector_Housewares & Specialties,sector_Human Resource & Employment Services,sector_Hypermarkets & Super Centers,sector_IT Consulting & Other Services,sector_Independent Power Producers & Energy Traders,sector_Industrial Conglomerates,sector_Industrial Gases,sector_Industrial Machinery,sector_Industrial REITs,sector_Industrials,sector_Information Technology,sector_Insurance Brokers,sector_Integrated Oil & Gas,sector_Integrated Telecommunication Services,sector_Interactive Home Entertainment,sector_Interactive Media & Services,sector_Internet & Direct Marketing Retail,sector_Internet Services & Infrastructure,sector_Investment Banking & Brokerage,sector_Life & Health Insurance,sector_Life Sciences Tools & Services,sector_Managed Health Care,sector_Materials,sector_Motorcycle Manufacturers,sector_Movies & Entertainment,sector_Multi-Utilities,sector_Multi-line Insurance,sector_Office REITs,sector_Oil & Gas Equipment & Services,sector_Oil & Gas Exploration & Production,sector_Oil & Gas Refining & Marketing,sector_Oil & Gas Storage & Transportation,sector_Packaged Foods & Meats,sector_Paper Packaging,sector_Personal Products,sector_Pharmaceuticals,sector_Property & Casualty Insurance,sector_Railroads,sector_Real Estate,sector_Regional Banks,sector_Research & Consulting Services,sector_Residential REITs,sector_Restaurants,sector_Retail REITs,sector_Semiconductor Equipment,sector_Semiconductors,sector_Soft Drinks,sector_Specialized Consumer Services,sector_Specialized REITs,sector_Specialty Chemicals,sector_Specialty Stores,sector_Systems Software,sector_Technology Distributors,"sector_Technology Hardware, Storage & Peripherals",sector_Telecommunication Services,sector_Tobacco,sector_Trading Companies & Distributors,sector_Trucking,sector_Utilities,sector_Water Utilities,sector_Wireless Telecommunication Services
Marriott Int'l.,2016.0,858000000.0,431000000.0,5121000000.0,290900000.0,24140000000.0,421000000.0,2.78,808000000.0,131000000.0,-497000000.0,-2346000000.0,1497000000.0,203000000.0,1619000000.0,507000000.0,6501000000.0,762000000.0,212000000.0,41000000.0,7598000000.0,2335000000.0,80000000.0,800000000.0,1424000000.0,17000000.0,985000000.0,300000000.0,5000000.0,0.01,0.0,234000000.0,568000000.0,3320000000.0,1,0,0,1,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marriott Int'l.,2017.0,383000000.0,1523000000.0,3582000000.0,375200000.0,23846000000.0,491000000.0,3.89,1459000000.0,-60000000.0,-17000000.0,1211000000.0,-3896000000.0,1253000000.0,2227000000.0,1939000000.0,7242000000.0,-475000000.0,181000000.0,152000000.0,9207000000.0,1793000000.0,-61000000.0,800000000.0,2504000000.0,33000000.0,1097000000.0,1583000000.0,5000000.0,0.01,0.0,288000000.0,3013000000.0,2890000000.0,1,0,0,1,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marriott Int'l.,2018.0,316000000.0,438000000.0,2225000000.0,350100000.0,23696000000.0,623000000.0,5.45,1907000000.0,-109000000.0,-391000000.0,-52000000.0,-2374000000.0,169000000.0,2357000000.0,1537000000.0,8982000000.0,0.0,184000000.0,94000000.0,9039000000.0,1956000000.0,-10000000.0,800000000.0,2366000000.0,6000000.0,1517000000.0,547000000.0,5000000.0,0.01,0.0,340000000.0,2850000000.0,3473000000.0,1,0,0,1,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marsh & McLennan,2014.0,1958000000.0,586000000.0,0.0,545000000.0,17793000000.0,97000000.0,2.69,1465000000.0,111000000.0,-3847000000.0,-1222000000.0,-968000000.0,80000000.0,2119000000.0,239000000.0,10335000000.0,-345000000.0,93000000.0,26000000.0,7241000000.0,809000000.0,27000000.0,1600000000.0,2301000000.0,22000000.0,1639000000.0,475000000.0,561000000.0,1.0,560641640.0,165000000.0,800000000.0,2448000000.0,1,0,0,1,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marsh & McLennan,2015.0,1374000000.0,671000000.0,0.0,531000000.0,18216000000.0,74000000.0,3.01,1599000000.0,144000000.0,-4220000000.0,-1265000000.0,-906000000.0,90000000.0,1888000000.0,1226000000.0,11302000000.0,-584000000.0,88000000.0,52000000.0,7889000000.0,773000000.0,125000000.0,1600000000.0,2419000000.0,4000000.0,1621000000.0,527000000.0,561000000.0,1.0,560641640.0,163000000.0,1400000000.0,2394000000.0,1,0,0,1,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marsh & McLennan,2016.0,1026000000.0,685000000.0,0.0,519000000.0,18190000000.0,65000000.0,3.41,1768000000.0,68000000.0,-5093000000.0,-1056000000.0,-1067000000.0,208000000.0,2007000000.0,895000000.0,12388000000.0,-348000000.0,109000000.0,43000000.0,8369000000.0,725000000.0,26000000.0,1600000000.0,2431000000.0,10000000.0,1683000000.0,617000000.0,561000000.0,1.0,560641640.0,189000000.0,800000000.0,2408000000.0,1,0,0,1,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marsh & McLennan,2017.0,1205000000.0,1133000000.0,0.0,513000000.0,20429000000.0,71000000.0,2.91,1492000000.0,396000000.0,-4043000000.0,-956000000.0,-1009000000.0,313000000.0,1893000000.0,2542000000.0,13140000000.0,179000000.0,149000000.0,36000000.0,9089000000.0,712000000.0,286000000.0,1600000000.0,2655000000.0,38000000.0,1826000000.0,737000000.0,561000000.0,1.0,560641640.0,237000000.0,900000000.0,2538000000.0,1,0,0,1,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marsh & McLennan,2018.0,1066000000.0,574000000.0,0.0,506000000.0,21578000000.0,78000000.0,3.26,1650000000.0,-39000000.0,-4647000000.0,-1089000000.0,-1310000000.0,82000000.0,2428000000.0,1060000000.0,14347000000.0,-139000000.0,193000000.0,82000000.0,9599000000.0,701000000.0,-30000000.0,1600000000.0,2761000000.0,-8000000.0,1842000000.0,613000000.0,561000000.0,1.0,560641640.0,290000000.0,675000000.0,2543000000.0,1,0,0,1,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Masco Corp.,2016.0,990000000.0,296000000.0,-298000000.0,326000000.0,5164000000.0,46000000.0,1.49,493000000.0,0.0,-235000000.0,-124000000.0,-1109000000.0,73000000.0,789000000.0,423000000.0,-381000000.0,-478000000.0,29000000.0,24000000.0,832000000.0,1060000000.0,140000000.0,1400000000.0,1087000000.0,2000000.0,1558000000.0,0.0,318000000.0,1.0,318000000.0,229000000.0,459000000.0,2618000000.0,1,0,0,1,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Masco Corp.,2017.0,1194000000.0,304000000.0,-53000000.0,314000000.0,5534000000.0,54000000.0,1.68,533000000.0,0.0,-65000000.0,-25000000.0,-577000000.0,193000000.0,751000000.0,703000000.0,-298000000.0,204000000.0,38000000.0,30000000.0,841000000.0,1129000000.0,12000000.0,1400000000.0,1194000000.0,0.0,1536000000.0,0.0,310000000.0,1.0,310400000.0,278000000.0,331000000.0,2665000000.0,1,0,0,1,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Masco Corp.,2018.0,559000000.0,258000000.0,-111000000.0,305000000.0,5393000000.0,58000000.0,2.38,734000000.0,0.0,-127000000.0,-651000000.0,-1020000000.0,144000000.0,1032000000.0,731000000.0,-278000000.0,-635000000.0,27000000.0,36000000.0,898000000.0,1223000000.0,12000000.0,1400000000.0,1211000000.0,0.0,1575000000.0,0.0,294000000.0,1.0,293900000.0,156000000.0,654000000.0,2798000000.0,1,0,0,1,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mastercard Inc.,2013.0,3599000000.0,1384000000.0,7484000000.0,1211000000.0,14242000000.0,320000000.0,2.57,3116000000.0,-119000000.0,178000000.0,-4000000.0,-2629000000.0,1010000000.0,4135000000.0,0.0,10121000000.0,1547000000.0,63000000.0,33000000.0,1122000000.0,526000000.0,-100000000.0,0.0,4503000000.0,-4000000.0,394000000.0,1499000000.0,0.0,0.0,0.0,14000000.0,2443000000.0,920000000.0,1,0,0,1,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mastercard Inc.,2014.0,5137000000.0,1462000000.0,6790000000.0,1165000000.0,15329000000.0,364000000.0,3.11,0.0,-91000000.0,-260000000.0,690000000.0,-2339000000.0,977000000.0,3407000000.0,0.0,13169000000.0,1538000000.0,-15000000.0,47000000.0,1522000000.0,615000000.0,-81000000.0,0.0,5106000000.0,-3000000.0,437000000.0,1552000000.0,0.0,0.0,0.0,48000000.0,3386000000.0,1052000000.0,1,0,0,1,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mastercard Inc.,2015.0,5747000000.0,1150000000.0,6028000000.0,1134000000.0,16250000000.0,181000000.0,3.36,0.0,-16000000.0,-676000000.0,-715000000.0,-2516000000.0,677000000.0,4101000000.0,0.0,16222000000.0,610000000.0,122000000.0,45000000.0,1891000000.0,675000000.0,4000000.0,0.0,5078000000.0,-3000000.0,491000000.0,1166000000.0,0.0,0.0,0.0,61000000.0,3518000000.0,1166000000.0,1,0,0,1,0.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mastercard Inc.,2016.0,6721000000.0,1587000000.0,5656000000.0,1098000000.0,18675000000.0,169000000.0,3.7,0.0,-20000000.0,-924000000.0,-1163000000.0,-2344000000.0,1074000000.0,4637000000.0,0.0,19418000000.0,974000000.0,149000000.0,36000000.0,1756000000.0,733000000.0,-6000000.0,0.0,5761000000.0,-2000000.0,603000000.0,1607000000.0,0.0,0.0,0.0,95000000.0,3511000000.0,1336000000.0,1,0,0,1,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mastercard Inc.,2017.0,5933000000.0,2607000000.0,5468000000.0,1067000000.0,21329000000.0,183000000.0,3.67,0.0,86000000.0,-497000000.0,-1781000000.0,-4764000000.0,1704000000.0,5664000000.0,0.0,22364000000.0,-788000000.0,176000000.0,65000000.0,3035000000.0,829000000.0,134000000.0,0.0,6622000000.0,1000000.0,714000000.0,2521000000.0,0.0,0.0,0.0,154000000.0,3762000000.0,1543000000.0,1,0,0,1,0.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mastercard Inc.,2018.0,6682000000.0,1345000000.0,5395000000.0,1041000000.0,24860000000.0,164000000.0,5.63,0.0,-244000000.0,-718000000.0,-506000000.0,-4966000000.0,649000000.0,6223000000.0,0.0,27283000000.0,0.0,196000000.0,69000000.0,2904000000.0,921000000.0,-228000000.0,0.0,7282000000.0,-11000000.0,847000000.0,1589000000.0,0.0,0.0,0.0,186000000.0,4933000000.0,1768000000.0,1,0,0,1,0.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maxim Integrated Products Inc,2014.0,1550965000.0,54416000.0,2429911000.0,283344000.0,4405618000.0,396765000.0,1.25,354810000.0,0.0,-17173000.0,-609439000.0,-19182000.0,93012000.0,776107000.0,353384000.0,0.0,147486000.0,85452000.0,2676000.0,596637000.0,1331519000.0,-42875000.0,960000000.0,422291000.0,-1465000.0,1243864000.0,0.0,285000.0,0.001,284441000.0,27000000.0,305314000.0,2575383000.0,0,0,0,1,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maxim Integrated Products Inc,2015.0,2105229000.0,40132000.0,2290020000.0,283675000.0,4216071000.0,427629000.0,0.73,206038000.0,0.0,-17234000.0,-36073000.0,-429140000.0,108736000.0,693706000.0,205977000.0,0.0,228493000.0,79491000.0,3791000.0,511647000.0,1090739000.0,-74190000.0,960000000.0,237280000.0,-3269000.0,1263514000.0,0.0,283000.0,0.001,284823000.0,32500000.0,195088000.0,2354253000.0,0,0,0,1,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maxim Integrated Products Inc,2016.0,2105229000.0,57579000.0,2107814000.0,285081000.0,4234616000.0,482745000.0,0.8,227475000.0,0.0,-14219000.0,62722000.0,-230343000.0,98810000.0,721885000.0,230490000.0,0.0,554264000.0,69701000.0,1808000.0,490648000.0,692551000.0,-52240000.0,960000000.0,313849000.0,-2406000.0,937230000.0,0.0,284000.0,0.001,283909000.0,32700000.0,237086000.0,1629781000.0,0,0,0,1,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maxim Integrated Products Inc,2017.0,2246121000.0,107976000.0,2202694000.0,283147000.0,4570233000.0,539569000.0,2.02,571613000.0,0.0,-9890000.0,-325396000.0,-307369000.0,107303000.0,773657000.0,575942000.0,0.0,140892000.0,71117000.0,-361000.0,491015000.0,606581000.0,-8171000.0,960000000.0,694777000.0,-436000.0,952915000.0,0.0,283000.0,0.001,282912000.0,34274000.0,251799000.0,1559496000.0,0,0,0,1,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maxim Integrated Products Inc,2018.0,1543484000.0,357567000.0,1930940000.0,280979000.0,4451561000.0,591458000.0,1.66,467318000.0,0.0,-14985000.0,-710066000.0,-812035000.0,318288000.0,819464000.0,462223000.0,0.0,-702637000.0,78685000.0,117000.0,532251000.0,579364000.0,25769000.0,960000000.0,833448000.0,1325000.0,1002587000.0,0.0,279000.0,0.001,278664000.0,50200000.0,407968000.0,1581951000.0,0,0,0,1,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maxim Integrated Products Inc,2019.0,1757342000.0,-73065000.0,1845276000.0,274966000.0,3743982000.0,220397000.0,3.01,827486000.0,0.0,-11354000.0,856911000.0,-1518893000.0,-114494000.0,875840000.0,831117000.0,0.0,213858000.0,86977000.0,9842000.0,532251000.0,577722000.0,12874000.0,0.0,747098000.0,2196000.0,1072795000.0,0.0,272000.0,0.001,0.0,43500000.0,539151000.0,1650517000.0,1,0,0,1,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
